stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
STATION_M118,10118,STATION ANGRIGNON,45.446466,-73.603118,,1,,1
43,10118,Station Angrignon,45.446466,-73.603118,http://www.stm.info/fr/infos/reseaux/metro/angrignon,0,STATION_M118,1
43-01,10118,Station Angrignon,45.446319,-73.603835,,2,STATION_M118,1
STATION_M120,10120,STATION MONK,45.451158,-73.593242,,1,,2
42,10120,Station Monk,45.451158,-73.593242,http://www.stm.info/fr/infos/reseaux/metro/monk,0,STATION_M120,2
42-01,10120,Station Monk - Édicule Nord (B),45.451307,-73.593128,,2,STATION_M120,2
42-02,10120,Station Monk - Édicule Sud (A),45.451007,-73.593380,,2,STATION_M120,2
STATION_M122,10122,STATION JOLICOEUR,45.457010,-73.581691,,1,,1
41,10122,Station Jolicoeur,45.457010,-73.581691,http://www.stm.info/fr/infos/reseaux/metro/jolicoeur,0,STATION_M122,1
41-01,10122,Station Jolicoeur,45.456787,-73.582115,,2,STATION_M122,1
STATION_M124,10124,STATION VERDUN,45.459441,-73.572021,,1,,2
40,10124,Station Verdun,45.459441,-73.572021,http://www.stm.info/fr/infos/reseaux/metro/verdun,0,STATION_M124,2
40-01,10124,Station Verdun - Édicule Nord (A),45.459222,-73.571833,,2,STATION_M124,2
40-02,10124,Station Verdun - Édicule Sud (B),45.459163,-73.571521,,2,STATION_M124,2
STATION_M126,10126,STATION DE L'ÉGLISE,45.461894,-73.567074,,1,,2
39,10126,Station De l'Église,45.461894,-73.567074,http://www.stm.info/fr/infos/reseaux/metro/de-l-eglise,0,STATION_M126,2
39-01,10126,Station De l'Église - Édicule Wellington (A),45.461818,-73.567216,,2,STATION_M126,2
39-02,10126,Station De l'Église (B),45.462823,-73.565795,,2,STATION_M126,2
STATION_M128,10128,STATION LASALLE,45.471063,-73.566267,,1,,2
38,10128,Station LaSalle,45.471063,-73.566267,http://www.stm.info/fr/infos/reseaux/metro/lasalle,0,STATION_M128,2
38-01,10128,Station LaSalle,45.470736,-73.566135,,2,STATION_M128,2
STATION_M130,10130,STATION CHARLEVOIX,45.478465,-73.569336,,1,,2
37,10130,Station Charlevoix,45.478465,-73.569336,http://www.stm.info/fr/infos/reseaux/metro/charlevoix,0,STATION_M130,2
37-01,10130,Station Charlevoix,45.478318,-73.569349,,2,STATION_M130,2
STATION_M132,10132,STATION LIONEL-GROULX,45.482509,-73.580180,,1,,1
36,10132,Station Lionel-Groulx,45.482509,-73.580180,http://www.stm.info/fr/infos/reseaux/metro/lionel-groulx,0,STATION_M132,1
36-01,10132,Station Lionel-Groulx,45.482878,-73.579601,,2,STATION_M132,1
STATION_M134,10134,STATION ATWATER,45.490068,-73.585812,,1,,2
35,10134,Station Atwater,45.490068,-73.585812,http://www.stm.info/fr/infos/reseaux/metro/atwater,0,STATION_M134,2
35-01,10134,Station Atwater - Édicule De Maisonneuve (A),45.489770,-73.586290,,2,STATION_M134,2
35-02,10134,Station Atwater - Édicule Ste-Catherine (B),45.489345,-73.584202,,2,STATION_M134,2
STATION_M136,10136,STATION GUY-CONCORDIA,45.495570,-73.579310,,1,,2
34,10136,Station Guy-Concordia,45.495570,-73.579310,http://www.stm.info/fr/infos/reseaux/metro/guy-concordia,0,STATION_M136,2
34-01,10136,Station Guy-Concordia - Édicule Guy (B),45.495678,-73.579056,,2,STATION_M136,2
34-02,10136,Station Guy-Concordia - Édicule St-Mathieu (A),45.494521,-73.580755,,2,STATION_M136,2
STATION_M138,10138,STATION PEEL,45.500879,-73.574715,,1,,2
33,10138,Station Peel,45.500879,-73.574715,http://www.stm.info/fr/infos/reseaux/metro/peel,0,STATION_M138,2
33-01,10138,Station Peel - Édicule Ouest (A),45.500890,-73.574971,,2,STATION_M138,2
33-02,10138,Station Peel - Édicule Metcalfe (C),45.501543,-73.574218,,2,STATION_M138,2
33-03,10138,Station Peel - Édicule Peel Est (D),45.501028,-73.574305,,2,STATION_M138,2
33-04,10138,Station Peel - Édicule Stanley (B),45.499937,-73.574713,,2,STATION_M138,2
STATION_M140,10140,STATION MCGILL,45.504064,-73.571586,,1,,2
32,10140,Station McGill,45.504064,-73.571586,http://www.stm.info/fr/infos/reseaux/metro/mcgill,0,STATION_M140,2
32-01,10140,Station McGill - Édicule Tour KPMG (D),45.504117,-73.571310,,2,STATION_M140,2
32-02,10140,Station McGill - Édicule Union (A),45.504802,-73.571143,,2,STATION_M140,2
32-03,10140,Station McGill - Édicule Ste-Catherine (C),45.504705,-73.570872,,2,STATION_M140,2
32-04,10140,Station McGill - Édicule Robert-Bourassa (B),45.504393,-73.572132,,2,STATION_M140,2
32-06,10140,Station McGill - Édicule De Maisonneuve (E),45.503450,-73.572045,,2,STATION_M140,2
32-07,10140,Station McGill - Édicule McGill College (F),45.503460,-73.572359,,2,STATION_M140,2
STATION_M142,10142,STATION PLACE DES ARTS,45.508220,-73.568433,,1,,1
31,10142,Station Place-des-Arts,45.508220,-73.568433,http://www.stm.info/fr/infos/reseaux/metro/place-des-arts,0,STATION_M142,1
31-01,10142,Station Place-des-Arts - Édicule Jeanne-Mance (A),45.508211,-73.568122,,2,STATION_M142,2
31-02,10142,Station Place-des-Arts - Édicule De Bleury Nord (D),45.507254,-73.569391,,2,STATION_M142,1
31-03,10142,Station Place-des-Arts - Édicule De Bleury Sud (C),45.507028,-73.568701,,2,STATION_M142,2
31-04,10142,Station Place-des-Arts - Édicule UQAM (B),45.509251,-73.568071,,2,STATION_M142,2
STATION_M144,10144,STATION ST-LAURENT,45.511033,-73.564899,,1,,2
30,10144,Station Saint-Laurent,45.511033,-73.564899,http://www.stm.info/fr/infos/reseaux/metro/saint-laurent,0,STATION_M144,2
30-01,10144,Station Saint-Laurent,45.510835,-73.564915,,2,STATION_M144,2
STATION_M146,10146,STATION BERRI-UQAM,45.515226,-73.561082,,1,,1
9999111,10146,Station Berri-UQAM 1,45.515226,-73.561082,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,0,STATION_M146,1
9999112,10146,Station Berri-UQAM 2,45.515212,-73.561051,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,0,STATION_M146,1
9999114,10146,Station Berri-UQAM 4,45.515191,-73.561013,http://www.stm.info/fr/infos/reseaux/metro/berri-uqam,0,STATION_M146,2
11-01,10146,Station Berri-UQAM - Édicule Ste-Catherine (B),45.514851,-73.559654,,2,STATION_M146,2
11-02,10146,Station Berri-UQAM - Édicule St-Denis (D),45.514207,-73.561853,,2,STATION_M146,1
11-03,10146,Station Berri-UQAM - Édicule Berri (A),45.514980,-73.560861,,2,STATION_M146,2
11-04,10146,Station Berri-UQAM - Édicule boul. De Maisonneuve (C),45.516520,-73.559770,,2,STATION_M146,2
11-05,10146,Station Berri-UQAM - Édicule Gare d'autocars de Montréal,45.515736,-73.561645,,2,STATION_M146,2
STATION_M148,10148,STATION BEAUDRY,45.518831,-73.555837,,1,,2
29,10148,Station Beaudry,45.518831,-73.555837,http://www.stm.info/fr/infos/reseaux/metro/beaudry,0,STATION_M148,2
29-01,10148,Station Beaudry,45.518977,-73.555850,,2,STATION_M148,2
STATION_M150,10150,STATION PAPINEAU,45.523988,-73.552703,,1,,2
28,10150,Station Papineau,45.523988,-73.552703,http://www.stm.info/fr/infos/reseaux/metro/papineau,0,STATION_M150,2
28-01,10150,Station Papineau,45.523708,-73.552068,,2,STATION_M150,2
STATION_M152,10152,STATION FRONTENAC,45.533504,-73.552196,,1,,2
27,10152,Station Frontenac,45.533504,-73.552196,http://www.stm.info/fr/infos/reseaux/metro/frontenac,0,STATION_M152,2
27-01,10152,Station Frontenac,45.533131,-73.552138,,2,STATION_M152,2
STATION_M154,10154,STATION PRÉFONTAINE,45.541717,-73.554192,,1,,1
26,10154,Station Préfontaine,45.541717,-73.554192,http://www.stm.info/fr/infos/reseaux/metro/prefontaine,0,STATION_M154,1
26-01,10154,Station Préfontaine - Édicule Hochelaga Sud (A),45.541524,-73.554453,,2,STATION_M154,1
26-02,10154,Station Préfontaine - Édicule Hochelaga Nord (B),45.541641,-73.554790,,2,STATION_M154,2
STATION_M156,10156,STATION JOLIETTE,45.546832,-73.551391,,1,,2
25,10156,Station Joliette,45.546832,-73.551391,http://www.stm.info/fr/infos/reseaux/metro/joliette,0,STATION_M156,2
25-01,10156,Station Joliette - Édicule Hochelaga Nord (A),45.546980,-73.551510,,2,STATION_M156,2
25-02,10156,Station Joliette - Édicule Hochelaga Sud (B),45.546996,-73.551162,,2,STATION_M156,2
STATION_M158,10158,STATION PIE IX,45.553688,-73.551757,,1,,1
24,10158,Station Pie-IX,45.553688,-73.551757,http://www.stm.info/fr/infos/reseaux/metro/pie-ix,0,STATION_M158,1
24-01,10158,Station Pie-IX - Édicule Est (A),45.553920,-73.551831,,2,STATION_M158,1
24-02,10158,Station Pie-IX - Édicule Ouest (B),45.553578,-73.551963,,2,STATION_M158,1
STATION_M160,10160,STATION VIAU,45.560687,-73.547530,,1,,1
23,10160,Station Viau,45.560687,-73.547530,http://www.stm.info/fr/infos/reseaux/metro/viau,0,STATION_M160,1
23-01,10160,Station Viau,45.560986,-73.547166,,2,STATION_M160,1
STATION_M162,10162,STATION DE L'ASSOMPTION,45.569285,-73.547336,,1,,2
22,10162,Station Assomption,45.569285,-73.547336,http://www.stm.info/fr/infos/reseaux/metro/assomption,0,STATION_M162,2
22-01,10162,Station Assomption,45.569229,-73.546797,,2,STATION_M162,2
STATION_M164,10164,STATION CADILLAC,45.576843,-73.546710,,1,,2
21,10164,Station Cadillac,45.576843,-73.546710,http://www.stm.info/fr/infos/reseaux/metro/cadillac,0,STATION_M164,2
21-01,10164,Station Cadillac - Édicule Sherbrooke Sud (A),45.577005,-73.546360,,2,STATION_M164,2
21-02,10164,Station Cadillac - Édicule Sherbrooke Nord (B),45.576844,-73.546964,,2,STATION_M164,2
STATION_M166,10166,STATION LANGELIER,45.582736,-73.543133,,1,,2
20,10166,Station Langelier,45.582736,-73.543133,http://www.stm.info/fr/infos/reseaux/metro/langelier,0,STATION_M166,2
20-01,10166,Station Langelier - Édicule Sherbrooke Sud,45.582858,-73.542776,,2,STATION_M166,2
20-02,10166,Station Langelier - Édicule Langelier Ouest,45.582478,-73.542941,,2,STATION_M166,2
20-03,10166,Station Langelier - Édicule Sherbrooke Nord,45.582613,-73.543510,,2,STATION_M166,2
STATION_M168,10168,STATION RADISSON,45.589431,-73.539269,,1,,2
19,10168,Station Radisson,45.589431,-73.539269,http://www.stm.info/fr/infos/reseaux/metro/radisson,0,STATION_M168,2
19-01,10168,Station Radisson - Édicule Sherbrooke Nord (A),45.589306,-73.539571,,2,STATION_M168,2
19-02,10168,Station Radisson - Édicule Sherbrooke Sud (B),45.589582,-73.538919,,2,STATION_M168,2
19-03,10168,Station Radisson - Terminus Radisson (C),45.589696,-73.539892,,2,STATION_M168,2
STATION_M170,10170,STATION HONORÉ-BEAUGRAND,45.596572,-73.535376,,1,,1
18,10170,Station Honoré-Beaugrand,45.596572,-73.535376,http://www.stm.info/fr/infos/reseaux/metro/honore-beaugrand,0,STATION_M170,1
18-01,10170,Station Honoré-Beaugrand - Édicule Sherbrooke Sud (C),45.596593,-73.534630,,2,STATION_M170,2
18-02,10170,Station Honoré-Beaugrand - Édicule Sherbrooke Nord (B),45.596868,-73.535039,,2,STATION_M170,2
18-03,10170,Station Honoré-Beaugrand - Édicule Honoré-Beaugrand Nord (A),45.596957,-73.536332,,2,STATION_M170,1
STATION_M222,10222,STATION CÔTE-VERTU,45.514237,-73.682757,,1,,1
65,10222,Station Côte-Vertu,45.514237,-73.682757,http://www.stm.info/fr/infos/reseaux/metro/cote-vertu,0,STATION_M222,1
65-01,10222,Station Côte-Vertu - Édicule Mac Donald (C),45.513505,-73.682510,,2,STATION_M222,2
65-02,10222,Station Côte-Vertu - Édicule Sud (B),45.513853,-73.682969,,2,STATION_M222,2
65-03,10222,Station Côte-Vertu - Édicule Nord (A),45.514222,-73.683087,,2,STATION_M222,1
STATION_M224,10224,STATION DU COLLÈGE,45.509258,-73.674796,,1,,1
54,10224,Station Du Collège,45.509258,-73.674796,http://www.stm.info/fr/infos/reseaux/metro/du-college,0,STATION_M224,1
54-01,10224,Station Du Collège - Édicule Cartier (A),45.508851,-73.672546,,2,STATION_M224,2
54-02,10224,Station Du Collège (B),45.509446,-73.674781,,2,STATION_M224,1
STATION_M228,10228,STATION DE LA SAVANE,45.500051,-73.661538,,1,,2
53,10228,Station De la Savane,45.500051,-73.661538,http://www.stm.info/fr/infos/reseaux/metro/de-la-savane,0,STATION_M228,2
53-01,10228,Station De la Savane,45.500340,-73.661793,,2,STATION_M228,2
STATION_M230,10230,STATION NAMUR,45.494643,-73.652828,,1,,2
52,10230,Station Namur,45.494643,-73.652828,http://www.stm.info/fr/infos/reseaux/metro/namur,0,STATION_M230,2
52-01,10230,Station Namur,45.494970,-73.653108,,2,STATION_M230,2
STATION_M232,10232,STATION PLAMONDON,45.494644,-73.638260,,1,,2
51,10232,Station Plamondon,45.494644,-73.638260,http://www.stm.info/fr/infos/reseaux/metro/plamondon,0,STATION_M232,2
51-01,10232,Station Plamondon (A),45.495412,-73.640883,,2,STATION_M232,2
51-02,10232,Station Plamondon - Édicule Van Horne (B),45.494344,-73.637885,,2,STATION_M232,2
STATION_M234,10234,STATION CÔTE-STE-CATHERINE,45.492356,-73.633100,,1,,2
50,10234,Station Côte-Sainte-Catherine,45.492356,-73.633100,http://www.stm.info/fr/infos/reseaux/metro/cote-sainte-catherine,0,STATION_M234,2
50-01,10234,Station Côte Sainte-Catherine,45.492385,-73.632837,,2,STATION_M234,2
STATION_M236,10236,STATION SNOWDON,45.485433,-73.627730,,1,,1
9999492,10236,Station Snowdon 2,45.485433,-73.627730,http://www.stm.info/fr/infos/reseaux/metro/snowdon,0,STATION_M236,1
9999495,10236,Station Snowdon 5,45.485403,-73.627757,http://www.stm.info/fr/infos/reseaux/metro/snowdon,0,STATION_M236,1
49-01,10236,Station Snowdon,45.485405,-73.627939,,2,STATION_M236,1
STATION_M238,10238,STATION VILLA-MARIA,45.479709,-73.619821,,1,,1
48,10238,Station Villa-Maria,45.479709,-73.619821,http://www.stm.info/fr/infos/reseaux/metro/villa-maria,0,STATION_M238,1
48-01,10238,Station Villa-Maria,45.479501,-73.619884,,2,STATION_M238,1
STATION_M242,10242,STATION VENDÔME,45.474101,-73.603706,,1,,1
47,10242,Station Vendôme,45.474101,-73.603706,http://www.stm.info/fr/infos/reseaux/metro/vendome,0,STATION_M242,1
47-01,10242,Station Vendôme - Édicule Ouest,45.473912,-73.604117,,2,STATION_M242,2
47-02,10242,Station Vendôme - Édicule Est,45.474292,-73.603569,,2,STATION_M242,1
47-03,10242,Station Vendôme - Édicule CUSM,45.473085,-73.603153,,2,STATION_M242,2
47-04,10242,Station Vendôme - Édicule CUSM,45.473407,-73.601792,,2,STATION_M242,1
STATION_M244,10244,STATION PLACE ST-HENRI,45.477320,-73.586629,,1,,2
46,10244,Station Place-Saint-Henri,45.477320,-73.586629,http://www.stm.info/fr/infos/reseaux/metro/place-saint-henri,0,STATION_M244,2
46-01,10244,Station Place-Saint-Henri - Édicule St-Ferdinand (A),45.477199,-73.586634,,2,STATION_M244,2
46-02,10244,Station Place-Saint-Henri - Édicule St-Jacques Sud (B),45.477533,-73.585710,,2,STATION_M244,2
46-03,10244,Station Place-Saint-Henri - Édicule St-Jacques Nord (C),45.477566,-73.586247,,2,STATION_M244,2
STATION_M248,10248,STATION GEORGES-VANIER,45.488897,-73.576852,,1,,2
17,10248,Station Georges-Vanier,45.488897,-73.576852,http://www.stm.info/fr/infos/reseaux/metro/georges-vanier,0,STATION_M248,2
17-01,10248,Station Georges-Vanier,45.488953,-73.576446,,2,STATION_M248,2
STATION_M250,10250,STATION LUCIEN-L'ALLIER,45.494745,-73.571074,,1,,2
16,10250,Station Lucien-L'Allier,45.494745,-73.571074,http://www.stm.info/fr/infos/reseaux/metro/lucien-l-allier,0,STATION_M250,2
16-01,10250,Station Lucien-L'Allier,45.494912,-73.571090,,2,STATION_M250,2
STATION_M252,10252,STATION BONAVENTURE,45.498086,-73.567235,,1,,1
15,10252,Station Bonaventure,45.498086,-73.567235,http://www.stm.info/fr/infos/reseaux/metro/bonaventure,0,STATION_M252,1
15-01,10252,Station Bonaventure - Canadiens-de-Montréal (B),45.497315,-73.569010,,2,STATION_M252,2
15-02,10252,Station Bonaventure - Édicule De la Cathédrale (A),45.498069,-73.566947,,2,STATION_M252,2
15-03,10252,Station Bonaventure - Accès ascenseur 1000 de la Gauchetière,45.498469,-73.566747,,2,STATION_M252,1
STATION_M254,10254,STATION SQUARE VICTORIA-OACI,45.501937,-73.563118,,1,,2
14,10254,Station Square-Victoria–OACI,45.501937,-73.563118,http://www.stm.info/fr/infos/reseaux/metro/square-victoria-oaci,0,STATION_M254,2
14-01,10254,Station Square-Victoria-OACI - Édicule Viger (C),45.501498,-73.563703,,2,STATION_M254,2
14-02,10254,Station Square-Victoria-OACI - Édicule St-Antoine (A),45.501720,-73.562088,,2,STATION_M254,2
14-03,10254,Station Square-Victoria-OACI - Édicule St-Jacques (B),45.501194,-73.560755,,2,STATION_M254,2
14-05,10254,Station Square-Victoria-OACI - Édicule Belmont (D),45.502357,-73.565113,,2,STATION_M254,2
STATION_M256,10256,STATION PLACE D'ARMES,45.506348,-73.559548,,1,,1
13,10256,Station Place-d'Armes,45.506348,-73.559548,http://www.stm.info/fr/infos/reseaux/metro/place-d-armes,0,STATION_M256,1
13-01,10256,Station Place-d'Armes - Édicule St-Urbain,45.506165,-73.559729,,2,STATION_M256,1
13-02,10256,Station Place-d'Armes - Édicule Viger,45.505936,-73.560984,,2,STATION_M256,2
STATION_M258,10258,STATION CHAMPS DE MARS,45.510047,-73.556596,,1,,1
12,10258,Station Champ-de-Mars,45.510047,-73.556596,http://www.stm.info/fr/infos/reseaux/metro/champ-de-mars,0,STATION_M258,1
12-01,10258,Station Champ-de-Mars,45.510192,-73.556331,,2,STATION_M258,1
STATION_M262,10262,STATION SHERBROOKE,45.519060,-73.569217,,1,,2
10,10262,Station Sherbrooke,45.519060,-73.569217,http://www.stm.info/fr/infos/reseaux/metro/sherbrooke,0,STATION_M262,2
10-01,10262,Station Sherbrooke - Édicule Berri Est,45.518901,-73.568524,,2,STATION_M262,2
10-02,10262,Station Sherbrooke - Édicule Berri Ouest,45.518334,-73.568208,,2,STATION_M262,2
STATION_M264,10264,STATION MONT-ROYAL,45.524931,-73.581959,,1,,1
9,10264,Station Mont-Royal,45.524931,-73.581959,http://www.stm.info/fr/infos/reseaux/metro/mont-royal,0,STATION_M264,1
09-01,10264,Station Mont-Royal,45.524556,-73.581766,,2,STATION_M264,1
STATION_M266,10266,STATION LAURIER,45.527399,-73.586907,,1,,2
8,10266,Station Laurier,45.527399,-73.586907,http://www.stm.info/fr/infos/reseaux/metro/laurier,0,STATION_M266,2
08-01,10266,Station Laurier - Édicule St-Joseph/Gilford (A),45.527042,-73.586242,,2,STATION_M266,2
08-02,10266,Station Laurier - Édicule avenue Laurier (B),45.527800,-73.588928,,2,STATION_M266,2
STATION_M268,10268,STATION ROSEMONT,45.531733,-73.597780,,1,,1
7,10268,Station Rosemont,45.531733,-73.597780,http://www.stm.info/fr/infos/reseaux/metro/rosemont,0,STATION_M268,1
07-01,10268,Station Rosemont,45.531293,-73.597967,,2,STATION_M268,1
STATION_M270,10270,STATION BEAUBIEN,45.535354,-73.604688,,1,,2
6,10270,Station Beaubien,45.535354,-73.604688,http://www.stm.info/fr/infos/reseaux/metro/beaubien,0,STATION_M270,2
06-01,10270,Station Beaubien,45.535584,-73.604507,,2,STATION_M270,2
STATION_M272,10272,STATION JEAN-TALON,45.539056,-73.613902,,1,,1
9999052,10272,Station Jean-Talon 2,45.539056,-73.613902,http://www.stm.info/fr/infos/reseaux/metro/jean-talon,0,STATION_M272,1
9999055,10272,Station Jean-Talon 5,45.539152,-73.613856,http://www.stm.info/fr/infos/reseaux/metro/jean-talon,0,STATION_M272,1
05-01,10272,Station Jean-Talon - Édicule Sud (C),45.538700,-73.613910,,2,STATION_M272,1
05-02,10272,Station Jean-Talon - Plaza St-Hubert (D),45.540261,-73.613168,,2,STATION_M272,2
05-03,10272,Station Jean-Talon - Tour Jean-Talon (A),45.539382,-73.613439,,2,STATION_M272,2
05-04,10272,Station Jean-Talon - Édicule Nord (B),45.538678,-73.614316,,2,STATION_M272,2
STATION_M274,10274,STATION JARRY,45.543191,-73.628765,,1,,2
4,10274,Station Jarry,45.543191,-73.628765,http://www.stm.info/fr/infos/reseaux/metro/jarry,0,STATION_M274,2
04-01,10274,Station Jarry,45.543421,-73.628529,,2,STATION_M274,2
STATION_M276,10276,STATION CRÉMAZIE,45.546082,-73.639052,,1,,2
3,10276,Station Crémazie,45.546082,-73.639052,http://www.stm.info/fr/infos/reseaux/metro/cremazie,0,STATION_M276,2
03-01,10276,Station Crémazie - Édicule Crémazie Sud (B),45.545715,-73.638037,,2,STATION_M276,2
03-02,10276,Station Crémazie - Terminus Crémazie (A),45.546186,-73.639303,,2,STATION_M276,2
03-03,10276,Station Crémazie - Édicule Crémazie Nord (A),45.545968,-73.638776,,2,STATION_M276,2
STATION_M278,10278,STATION SAUVÉ,45.550757,-73.656017,,1,,2
2,10278,Station Sauvé,45.550757,-73.656017,http://www.stm.info/fr/infos/reseaux/metro/sauve,0,STATION_M278,2
02-01,10278,Station Sauvé - Édicule Nord (B),45.550713,-73.656464,,2,STATION_M278,2
02-02,10278,Station Sauvé - Édicule Sud (A),45.550640,-73.655907,,2,STATION_M278,2
STATION_M280,10280,STATION HENRI-BOURASSA,45.555277,-73.668172,,1,,1
1,10280,Station Henri-Bourassa,45.555277,-73.668172,http://www.stm.info/fr/infos/reseaux/metro/henri-bourassa,0,STATION_M280,1
01-01,10280,Station Henri-Bourassa - Édicule rue Berri (A),45.554247,-73.668486,,2,STATION_M280,2
01-03,10280,Station Henri-Bourassa - Édicule Nord (D),45.555607,-73.668225,,2,STATION_M280,2
01-04,10280,Station Henri-Bourassa - Édicule Sud (B),45.556122,-73.667407,,2,STATION_M280,1
01-05,10280,Station Henri-Bourassa - Henri-Bourassa (C),45.555733,-73.667284,,2,STATION_M280,2
STATION_M282,10282,STATION CARTIER,45.559997,-73.682310,,1,,1
66,10282,Station Cartier (zone B),45.559997,-73.682310,http://www.stm.info/fr/infos/reseaux/metro/cartier,0,STATION_M282,1
66-01,10282,Station Cartier - Terminus Cartier (A),45.560398,-73.681899,,2,STATION_M282,1
66-02,10282,Station Cartier - Édicule boul. Cartier (B),45.561402,-73.681416,,2,STATION_M282,2
STATION_M286,10286,STATION DE LA CONCORDE,45.560698,-73.709389,,1,,1
67,10286,Station De la Concorde (zone B),45.560698,-73.709389,http://www.stm.info/fr/infos/reseaux/metro/de-la-concorde,0,STATION_M286,1
67-01,10286,Station De la Concorde,45.560504,-73.709596,,2,STATION_M286,1
STATION_M288,10288,STATION MONTMORENCY,45.558436,-73.722459,,1,,1
68,10288,Station Montmorency (zone B),45.558436,-73.722459,http://www.stm.info/fr/infos/reseaux/metro/montmorency,0,STATION_M288,1
68-01,10288,Station Montmorency,45.558387,-73.721622,,2,STATION_M288,1
STATION_M452,10452,STATION JEAN-DRAPEAU,45.512429,-73.533127,,1,,2
45,10452,Station Jean-Drapeau,45.512429,-73.533127,http://www.stm.info/fr/infos/reseaux/metro/jean-drapeau,0,STATION_M452,2
45-01,10452,Station Jean-Drapeau,45.512289,-73.533371,,2,STATION_M452,2
STATION_M454,10454,STATION LONGUEUIL- U. de SHERBROOKE,45.524890,-73.522098,,1,,2
44,10454,Station Longueuil-Université de Sherbrooke (zone B,45.524890,-73.522098,http://www.stm.info/fr/infos/reseaux/metro/longueuil-universite-de-sherbrooke,0,STATION_M454,2
44-01,10454,Station Longueuil–U.-de-Sherbrooke - Édicule Longueuil-U-de-S,45.525191,-73.521961,,2,STATION_M454,2
44-02,10454,Station Longueuil–U.-de-Sherbrooke - Édicule Terminus Longueuil,45.524631,-73.521989,,2,STATION_M454,2
44-03,10454,Station Longueuil–U.-de-Sherbrooke - Édicule De Sérigny,45.524711,-73.522632,,2,STATION_M454,2
STATION_M534,10534,STATION CÔTE-DES-NEIGES,45.496846,-73.623386,,1,,2
55,10534,Station Côte-des-Neiges,45.496846,-73.623386,http://www.stm.info/fr/infos/reseaux/metro/cote-des-neiges,0,STATION_M534,2
55-01,10534,Station Côte-des-Neiges - Édicule Ouest (A),45.496306,-73.622534,,2,STATION_M534,2
55-02,10534,Station Côte-des-Neiges - Édicule Est (B),45.496760,-73.622937,,2,STATION_M534,2
STATION_M536,10536,STATION UNIVERSITÉ DE MONTREAL,45.503188,-73.617699,,1,,2
56,10536,Station Université-de-Montréal,45.503188,-73.617699,http://www.stm.info/fr/infos/reseaux/metro/universite-de-montreal,0,STATION_M536,2
56-01,10536,Station Université-de-Montréal - Édicule Louis-Colin (B),45.502757,-73.618298,,2,STATION_M536,2
56-02,10536,Station Université-de-Montréal - Édicule Édouard-Montpetit (A),45.503382,-73.617767,,2,STATION_M536,2
56-03,10536,Station Université-de-Montréal (C),45.503582,-73.617256,,2,STATION_M536,2
STATION_M538,10538,STATION ÉDOUARD-MONTPETIT,45.509920,-73.612858,,1,,2
57,10538,Station Édouard-Montpetit,45.509920,-73.612858,http://www.stm.info/fr/infos/reseaux/metro/edouard-montpetit,0,STATION_M538,2
57-02,10538,Station Édouard-Montpetit - Édicule Vincent-D'Indy (B),45.510155,-73.612554,,2,STATION_M538,2
57-03,10538,Station Édouard-Montpetit - Édicule boul. Édouard-Montpetit (A),45.509640,-73.612785,,2,STATION_M538,2
STATION_M540,10540,STATION OUTREMONT,45.520370,-73.614976,,1,,2
58,10540,Station Outremont,45.520370,-73.614976,http://www.stm.info/fr/infos/reseaux/metro/outremont,0,STATION_M540,2
58-01,10540,Station Outremont,45.520103,-73.615099,,2,STATION_M540,2
STATION_M542,10542,STATION ACADIE,45.523458,-73.623257,,1,,2
59,10542,Station Acadie,45.523458,-73.623257,http://www.stm.info/fr/infos/reseaux/metro/acadie,0,STATION_M542,2
59-01,10542,Station Acadie - Édicule Beaumont (A),45.523679,-73.623194,,2,STATION_M542,2
59-02,10542,Station Acadie (B),45.523391,-73.623494,,2,STATION_M542,2
STATION_M544,10544,STATION  DU PARC,45.530177,-73.624559,,1,,2
60,10544,Station Parc,45.530177,-73.624559,http://www.stm.info/fr/infos/reseaux/metro/parc,0,STATION_M544,2
60-01,10544,Station Parc,45.530223,-73.623932,,2,STATION_M544,2
STATION_M546,10546,STATION DE CASTELNAU,45.535437,-73.619873,,1,,2
61,10546,Station De Castelnau,45.535437,-73.619873,http://www.stm.info/fr/infos/reseaux/metro/de-castelnau,0,STATION_M546,2
61-01,10546,Station De Castelnau - Édicule St-Laurent Est (B),45.535610,-73.619912,,2,STATION_M546,2
61-02,10546,Station De Castelnau - Édicule St-Laurent Ouest (A),45.535217,-73.620000,,2,STATION_M546,2
STATION_M552,10552,STATION FABRE,45.546753,-73.608106,,1,,2
62,10552,Station Fabre,45.546753,-73.608106,http://www.stm.info/fr/infos/reseaux/metro/fabre,0,STATION_M552,2
62-01,10552,Station Fabre - Édicule Papineau (A),45.547864,-73.607356,,2,STATION_M552,2
62-02,10552,Station Fabre (B),45.546469,-73.608221,,2,STATION_M552,2
STATION_M554,10554,STATION IBERVILLE,45.553618,-73.601988,,1,,2
63,10554,Station D'Iberville,45.553618,-73.601988,http://www.stm.info/fr/infos/reseaux/metro/d-iberville,0,STATION_M554,2
63-01,10554,Station D'Iberville - Édicule Iberville (A),45.553770,-73.602081,,2,STATION_M554,2
